title,description,price,quantity,status,userId,hash,updatedBy,isArchived,dateCreate,dateUpdate,categoryId
Engine 3014,Efficient and environmentally friendly 543,8750.21,40,ZeroStock,4,3f3f3bd1-1ff0-4b8f-9bac-bc37f5954dc9,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,1
Engine 2142,Optimal design for modern vessels 824,8169.55,66,Unpublished,3,5f4a1f15-c2bc-4930-92ac-2d678d84f3d5,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,4
Engine 472,State-of-the-art technology 2613,2365.16,8,Expired,2,c34cecbf-9f04-4a3f-a2a5-7a702f9d49ec,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,4
Hull 3324,Durable and built to last 1611,5147.81,34,Removed,5,2f963f66-fcf6-4beb-8a58-bcefd2de3279,5,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,5
Hull 1858,Precision engineered for marine use 3162,1729.97,84,Unpublished,2,53a914d0-91e1-405b-89a4-b1630234b352,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,1
Fuel System 1727,Durable and built to last 2330,4196.91,48,Published,3,c87dfb75-9308-4e60-acb7-e443c709a8a0,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,1
Fuel System 2312,Precision engineered for marine use 3862,8964.9,87,Removed,2,98e2dcb3-e787-42d9-8c96-94672c9c7dda,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,6
Hull 3282,State-of-the-art technology 3343,8453.83,60,Removed,2,c5e2dd47-8a1a-4ae1-98e8-30f18973087e,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,4
Deck Equipment 3592,Durable and built to last 86,8446.74,98,ZeroStock,4,2798bfd3-2178-4fe1-a0ac-64da03b3a4c5,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,2
Navigation System 2664,High performance with excellent reliability 4978,9151.65,7,Published,5,f978f6cb-42e6-4974-be27-40c0fad75892,5,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,4
Navigation System 705,Durable and built to last 4901,5515.56,53,Unpublished,4,6cfdd0a5-b7cd-445b-969b-3eb1603fb357,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,5
Fuel System 1465,Precision engineered for marine use 4328,7395.45,2,Expired,4,65b2e557-030b-42b7-b75b-150b2b4ef887,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,4
Hull 1117,Durable and built to last 4848,4775.31,40,ZeroStock,4,28ea2c06-2612-4216-b4e2-42375c56539e,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,1
Deck Equipment 1346,State-of-the-art technology 3330,4377.99,37,Unpublished,3,11803040-2e76-41b9-bb6a-bf4fe9126c6f,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,6
Fuel System 2593,Optimal design for modern vessels 4598,6066.19,10,Expired,3,f2ed8551-d4da-481a-80b7-812584dc07d4,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,1
Engine 3925,Durable and built to last 1048,7283.62,60,Expired,4,7f27ca7c-e9bb-45a2-a2bf-4540d606eb00,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,6
Propeller 1556,Efficient and environmentally friendly 4803,4972.03,83,Removed,2,ac1e6ff3-7ee5-4813-8a76-97be5789913e,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,2
Deck Equipment 4548,Efficient and environmentally friendly 4328,2225.21,36,Published,4,61703183-0fc4-4aa0-8a8a-20e19b835304,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,5
Hull 4423,Optimal design for modern vessels 2975,2197.68,63,ZeroStock,2,f1a4fbfd-ca18-4893-b2d7-a77005fb7b07,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,5
Hull 1099,Optimal design for modern vessels 1917,5161.07,0,Unpublished,4,0fcf2832-5976-42ba-9ed5-2bf944f3db24,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,2
Propeller 4014,Optimal design for modern vessels 2130,2596.14,66,Unpublished,3,bbcfcdc3-ae86-475f-9985-af724ca50061,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,5
Navigation System 4164,High performance with excellent reliability 1671,8439.17,34,Expired,3,946414e4-a424-478b-81b9-87f634f273d3,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,6
Hull 3631,Precision engineered for marine use 3932,7370.54,64,Removed,3,fac5ad09-e435-43fa-8f37-9b288f61adc6,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,3
Navigation System 1564,High performance with excellent reliability 1571,4161.71,99,Published,2,06fcd524-c0e0-483b-99a8-d6e8ac885dfc,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,5
Deck Equipment 4846,High performance with excellent reliability 2633,8485.05,96,Removed,3,4fb605c2-b124-4dec-a4b5-1585a697f652,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,6
Fuel System 877,Durable and built to last 2243,8317.54,66,Unpublished,2,ff8ce9dd-d97a-4e9e-8e7f-07d395d4bdcc,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,2
Propeller 3889,State-of-the-art technology 4286,7601.3,54,Published,2,ffc0823e-e89c-46a3-9078-4c8d1fe1099d,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,4
Fuel System 195,Precision engineered for marine use 120,6878.66,31,Unpublished,5,956b31f8-c6ba-4dbe-8aea-1af2e097839e,5,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,3
Engine 47,High performance with excellent reliability 2745,610.91,62,Removed,4,9c4973de-e95c-48e9-8dc2-f2e1910d468a,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,2
Hull 4367,Durable and built to last 1422,8432.77,85,Published,2,376eb43b-53ae-422f-b882-01eff834a6b5,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,2
Deck Equipment 300,Optimal design for modern vessels 1055,9915.24,27,Unpublished,4,8320eae7-8f6a-445a-b035-1887af69fe44,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,4
Fuel System 3697,Efficient and environmentally friendly 4935,3454.81,70,Unpublished,5,6a5018f5-375d-43e4-b8bc-d102efea6b26,5,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,5
Propeller 941,Optimal design for modern vessels 3913,3293.78,38,Removed,3,ecf831a3-d897-409c-938d-4e1d64f334c0,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,4
Fuel System 2444,Optimal design for modern vessels 3979,7854.02,63,Removed,3,266d9ee8-7b9a-4493-a321-0fffe6faa0cf,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,5
Navigation System 1046,State-of-the-art technology 1524,1338.92,38,Published,2,b5160af1-67f2-43cb-b8bc-6c2dbc183b10,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,3
Navigation System 234,Durable and built to last 2371,7709.44,90,Removed,4,0b06e5fb-22d8-46fc-a59f-9edd1fafcd7f,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,4
Hull 977,Efficient and environmentally friendly 2009,215.76,87,ZeroStock,2,84902c48-5f42-4a45-85c0-098c3761ecf5,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,4
Fuel System 440,State-of-the-art technology 893,8818.13,1,Expired,2,8e7d36e4-b71a-4749-bcd2-9d212466ca35,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,4
Navigation System 3415,Optimal design for modern vessels 3838,5103.32,17,Expired,5,a8935e13-4089-4aa9-9745-8cfbcf61ca08,5,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,3
Deck Equipment 905,High performance with excellent reliability 2885,7083.69,85,Expired,2,d3480fd3-a33e-445d-b16c-ad0e6f744534,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,2
Engine 407,Optimal design for modern vessels 79,8376.8,30,Unpublished,3,70bb0725-9a53-48ea-b295-9bef6006b5e2,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,4
Engine 3907,Efficient and environmentally friendly 3881,9832.73,97,Expired,5,b35747a1-48b1-466d-b1dd-978b0bef04ac,5,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,4
Hull 1268,Precision engineered for marine use 1871,2008.3,46,Unpublished,2,29226b4d-ec0e-413d-b7d2-4bb35175c738,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,1
Engine 4509,Precision engineered for marine use 1830,7099.39,99,Removed,5,22e6218c-b1dc-4be5-815f-c62fbe23c09c,5,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,5
Hull 3845,Precision engineered for marine use 1892,7628.3,41,ZeroStock,5,4c21c087-bd2f-4787-b6eb-ba41f646d160,5,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,5
Propeller 397,Optimal design for modern vessels 4841,4644.06,69,Unpublished,2,2ad0bda8-c561-4d89-ab47-ed768730567b,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,5
Propeller 2519,Durable and built to last 1875,4969.99,68,Expired,4,56667423-ea55-4ff2-8ccb-6eedda45c5ed,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,2
Engine 289,Durable and built to last 1009,9611.66,14,Expired,5,dff251d3-5a6b-421b-b143-51c3a50cc492,5,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,2
Engine 419,Efficient and environmentally friendly 1475,5678.45,37,ZeroStock,2,93cf117c-15ad-4df4-9298-f6bbb0117b67,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,6
Navigation System 2201,State-of-the-art technology 200,5300.14,62,Published,3,9be2c6be-9227-4939-9296-e2fbca6a414b,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,4
Fuel System 4510,Precision engineered for marine use 571,5364.87,88,Published,3,b2976915-8c08-4daa-9430-fb852ba577d9,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,4
Deck Equipment 4997,Durable and built to last 2239,9428.62,90,Published,2,aec4afd8-5f69-427c-bad3-4bfec7de5c06,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,6
Navigation System 347,Durable and built to last 781,3554.0,86,Expired,4,1ad7670d-d0ec-4442-95d2-a61c7987e325,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,5
Hull 785,High performance with excellent reliability 1958,8713.41,48,ZeroStock,2,0ea20cf4-19bf-4721-9481-6c26191e8338,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,6
Deck Equipment 2713,Precision engineered for marine use 4445,5107.44,92,Published,3,3799f505-3084-4582-91f6-b77560530c2e,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,1
Engine 4550,State-of-the-art technology 143,7988.71,53,ZeroStock,3,33ea934b-a7e8-45af-a7f8-100ffab83a52,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,4
Engine 3070,High performance with excellent reliability 4967,5609.95,1,Published,3,a7f8bd52-480e-4446-8cc9-a0eafaed29e3,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,4
Fuel System 4367,Durable and built to last 1473,373.66,74,Published,5,ec3d83bc-e83a-446e-beee-cd6e5cee2700,5,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,6
Engine 1247,Precision engineered for marine use 2415,9830.8,43,Unpublished,5,041c9d95-6373-4b5d-b567-bc8e321b7358,5,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,5
Fuel System 4558,Precision engineered for marine use 3590,9070.83,14,Removed,3,b084bcf1-b437-4bcc-a7fb-a18088121449,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,4
Fuel System 3246,High performance with excellent reliability 4952,8620.97,34,Removed,2,9952f9e7-d82e-4d00-ba3f-80742f875bb3,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,1
Hull 2756,High performance with excellent reliability 4149,5289.52,63,Unpublished,3,e0532626-ec32-44d8-82ec-b15d0af93e85,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,6
Hull 1963,Efficient and environmentally friendly 665,5910.02,43,Expired,4,ad2ab368-e7d2-4e3c-96a3-14a95aa946c2,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,1
Navigation System 543,Efficient and environmentally friendly 740,2990.3,31,ZeroStock,3,9a08c649-c97d-4c61-953d-2bd660ee17ae,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,4
Engine 4757,Precision engineered for marine use 2578,7349.29,61,Expired,4,2a4969cc-6f8c-4354-98c0-587af3a9402a,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,5
Deck Equipment 4321,Optimal design for modern vessels 2484,7669.95,41,Published,3,28492cce-3e45-4efb-a9e3-1590e779dc92,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,5
Propeller 4673,State-of-the-art technology 4746,5164.77,98,Removed,3,ea70ddf7-8271-4744-a7f8-133c0e7d0fa2,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,6
Navigation System 1263,Precision engineered for marine use 2176,8234.71,93,Unpublished,5,7bf2fc85-bed2-4093-9146-02b72e33d400,5,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,4
Hull 1629,Efficient and environmentally friendly 406,4835.49,51,Expired,2,09b4e308-b4d7-46fd-b6d8-2638d1340885,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,3
Hull 724,Durable and built to last 443,5300.76,15,Removed,3,1569c0fa-0a24-4f51-a12b-f709d0366ad4,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,4
Engine 3440,High performance with excellent reliability 1794,5780.86,84,Removed,2,ade30699-6461-4030-8b5a-6287415ee0e9,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,4
Hull 3959,High performance with excellent reliability 3288,4010.37,76,Removed,4,c9f3503a-f11e-4432-aa3d-f60de96fe866,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,2
Hull 3511,Precision engineered for marine use 1269,4913.22,85,ZeroStock,3,26ed1d5a-2678-4c9d-a96d-9984ea96c522,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,5
